../FruitLearning/Resources/database/spring/137.png 0
../FruitLearning/Resources/database/winter/726.png 3
../FruitLearning/Resources/database/spring/175.png 0
../FruitLearning/Resources/database/summer/406.png 1
../FruitLearning/Resources/database/autumn/622.png 2
../FruitLearning/Resources/database/spring/151.png 0
../FruitLearning/Resources/database/autumn/533.png 2
../FruitLearning/Resources/database/summer/396.png 1
../FruitLearning/Resources/database/autumn/575.png 2
../FruitLearning/Resources/database/autumn/492.png 2
../FruitLearning/Resources/database/spring/64.png 0
../FruitLearning/Resources/database/spring/221.png 0
../FruitLearning/Resources/database/spring/228.png 0
../FruitLearning/Resources/database/spring/69.png 0
../FruitLearning/Resources/database/winter/811.png 3
../FruitLearning/Resources/database/autumn/671.png 2
../FruitLearning/Resources/database/spring/123.png 0
../FruitLearning/Resources/database/spring/161.png 0
../FruitLearning/Resources/database/winter/889.png 3
../FruitLearning/Resources/database/spring/222.png 0
../FruitLearning/Resources/database/summer/458.png 1
../FruitLearning/Resources/database/autumn/509.png 2
../FruitLearning/Resources/database/winter/747.png 3
../FruitLearning/Resources/database/autumn/581.png 2
../FruitLearning/Resources/database/summer/468.png 1
../FruitLearning/Resources/database/summer/394.png 1
../FruitLearning/Resources/database/spring/133.png 0
../FruitLearning/Resources/database/winter/825.png 3
../FruitLearning/Resources/database/autumn/628.png 2
../FruitLearning/Resources/database/spring/126.png 0
../FruitLearning/Resources/database/spring/62.png 0
../FruitLearning/Resources/database/autumn/623.png 2
../FruitLearning/Resources/database/winter/769.png 3
../FruitLearning/Resources/database/spring/192.png 0
../FruitLearning/Resources/database/winter/746.png 3
../FruitLearning/Resources/database/summer/313.png 1
../FruitLearning/Resources/database/summer/275.png 1
../FruitLearning/Resources/database/spring/166.png 0
../FruitLearning/Resources/database/summer/286.png 1
../FruitLearning/Resources/database/winter/785.png 3
../FruitLearning/Resources/database/winter/727.png 3
../FruitLearning/Resources/database/winter/742.png 3
../FruitLearning/Resources/database/winter/868.png 3
../FruitLearning/Resources/database/winter/759.png 3
../FruitLearning/Resources/database/autumn/619.png 2
../FruitLearning/Resources/database/spring/103.png 0
../FruitLearning/Resources/database/winter/745.png 3
../FruitLearning/Resources/database/autumn/555.png 2
../FruitLearning/Resources/database/autumn/678.png 2
../FruitLearning/Resources/database/spring/118.png 0
../FruitLearning/Resources/database/spring/46.png 0
../FruitLearning/Resources/database/summer/475.png 1
../FruitLearning/Resources/database/summer/324.png 1
../FruitLearning/Resources/database/winter/902.png 3
../FruitLearning/Resources/database/summer/292.png 1
